位於 at
監督 superintendent
中文 chinese
那天 day
曹操 caocao
地主 landlord
市立 municipal
干流 mainstream
开封 kaifeng
人命 life
週末 weekend
丰收 harvest
output output
corner corner
架上 rack
海鮮 seafood
majority majority
週期 cycle
当初 had
中斷 interrupted
國務 country
中方 china
一次 a
中断 interrupt
單純 simple
更新 update
从前 past
geass geass
john john
這樣 this
漁民 fisherman
逐步 gradually
衍射 diffraction
以來 to
之戰 war
当前 current
中日 sino-japanese
中旬 mid
目的 objective
december december
干涉 interference
everything everything
开展 undertaken
italy italy
以供 for
百萬 millions
善良 kind
side side
伽利略 galileo
vogue vogue
人員 people
相當 compared
century century
hide hide
以便 to
auto auto
商討 business
职员 staff
四处 four
sign sign
plaza plaza
high high
羊毛 wool
以色列人 israelis
四大 four
都会 will
成年人 adults
更是 is
職位 position
繞道 bypass
一段 a
parents parents
遵循 follow
candy candy
李子 plum
遊擊 game
karaoke karaoke
total total
未必 not
轴线 axis
console console
器材 equipment
仁和 renhe
social social
回复 reply
常用 common
涪陵 fuling
部分 part
巡迴演出 touring
眼淚 tears
遷徙 migration
村子 village
composite composite
地位 status
publishing publishing
李家 lees
château château
杜威 dewey
付出 pay
建州 statehood
盲目 blind
延平 yanping
广泛 widely
追溯 back
杉山 sugiyama
老師 teacher
亞太 asia
目睹 witnessed
平湖 pinghu
临时 temporary
生物學 biology
artists artists
wayne wayne
上次 last
jose jose
主攻 main
主政 reign
hill hill
曾於 was
漂流 drifting
currentclub currentclub
中有 have
縱隊 team
主教 bishop
本性 nature
事宜 matters
两栖 amphibious
fourth fourth
代價 price
下次 next
往下 down
往上 up
习惯 habits
省略 omitted
今后 future
遺忘 forgetting
林区 forest
適應 adaptation
更有 more
中期 interim
巴格达 baghdad
老年 elderly
平溪 pinghsi
漂浮 floating
degree degree
京城 capital
廚房 kitchen
事實 fact
電阻 resistor
平滑 smooth
sing sing
崇高 noble
最新 latest
sina sina
中村 nakamura
blues blues
總長 chief
左翼 left
网球 tennis
聚合 polymerization
最早 earliest
josé josé
一波 wave
肇事 accident
滿清 satisfied
代入 substituting
开工 start
監禁 surveillance
淘金 gold
建康 jiankang
雷電 ray
subaru subaru
不止 than
曾是 was
雷霆 thunder
袭击 attacks
往事 past
年滿 year
以免 avoid
主旨 keynote
交大 jiaoda
ludwig ludwig
石墨 graphite
中枢 central
形制 shape
林口 linkou
石壁 cliff
三民 sanmin
類比 ratio
座椅 seat
一派 school
following following
经营 business
過於 over
器械 equipment
三水 sanshui
一流 first-class
运用 use
以内 within
有效 effective
最晚 latest
在内 in
place place
預留 reserved
延後 deferred
开幕 opening
而已 just
美洲 america
人因 human
本意 intention
hits hits
site site
影像 image
道教 taoism
开平 kaiping
整除 divisible
异常 exception
三江 sanjiang
白虎 tiger
下水 water
连环 serial
日裔 japanese-american
avex avex
有数 millions
过的 's
砲兵 artillery
引導 guide
assets assets
翌日 day
plain plain
should should
困境 dilemma
justice justice
項目 item
枪击 shooting
征伐 conquest
過時 past
开庭 trial
任何 any
皮肤 skin
三河 sanhe
国土 homeland
形勢 shape
另一種 another
computing computing
ready ready
下沉 sinking
装修 decoration
東大 stuff
齿轮 gear
土匪 bandits
四季 seasons
漏洞 vulnerability
match match
harold harold
畢業生 graduate
建德 jiande
stanley stanley
晉級 shan
以前 before
後世 later
最有 most
板垣 slate
運會 luck
邊形 shape
道明 td
鼻音 nasal
往來 coming
弟子 disciples
研討會 seminars
衡山 hengshan
有明 ming
围墙 wall
四家 four
size size
某一 a
仙台 sendai
深造 study
乃是 is
斯通 stone
不治 impunity
蜂蜜 honey
仰光 yangon
characters characters
主机 host
座標 coordinates
jpeg jpeg
軍長 captain
不法 wrongful
巡航 cruise
會期 period
因子 factor
上流 high
過期 period
深遠 deep
感興趣 interested
罪犯 criminals
蜈蚣 centipede
新進 new
強壯 strong
遺憾 regret
街市 market
皮膚 pian
making making
上海 shanghai
選戰 battle
check check
arranger arranger
土司 toast
市場上 market
伊予 iyo
頒發 issue
團員 members
applied applied
某些 some
开心 happy
真理 truth
行徑 line
五峰 wufeng
以北 north
強大 strong
裝上 installed
日記 diary
後任 after
某人 someone
部員 members
香格里拉 la
被告 defendant
地利 location
裁决 ruling
弹头 warheads
不得不 have
游行 parade
冥王星 pluto
以南 saharan
春花 spring
昆虫 insects
月末 month
逐漸 gradually
有望 could
新都 xindu
軍隊 army
職務 tasks
選拔 select
聽到 heard
有机 organic
码头 terminal
欧几里得 euclid
村庄 village
發表 development
進步 step
上游 upstream
降水量 precipitation
看看 look
异性 specific
道東 dao
後來 later
某位 bit
两次 twice
itunes itunes
聯合 federation
人士 people
面貌 face
代号 code
國土 country
音符 notes
capital capital
下游 downstream
強姦 rape
白衣 white
以及 and
upon upon
裁判 magistracy
幽灵 ghost
漫步 walk
身體 body
中樞 hubs
身高 height
郊外 outskirts
tower tower
立方體 cubic
人大 npc
东汉 han
彰化 changhua
国外 abroad
測試 tests
输给 lost
寄存器 register
干燥 dry
後便 then
地勢 ground
任免 appointment
養女 nutrition
耐心 patience
總額 gdp
以后 later
布置 layout
考慮 considering
university university
极大 great
短小 short
朝政 affairs
飛彈 missiles
巴格達 baghdad
任内 incumbent
補佐 supplement
opening opening
砲台 turret
濕地 moist
美濃 beautiful
墨西哥城 mexico
地区 area
wmflabs wmflabs
聊天 chat
文雄 wen-hsiung
mountain mountain
文集 autotext
望族 lineally
地區 area
康樂 happy
廣播 broadcast
погода погода
得以 to
乳房 breast
下滑 decline
缔结 concluded
当地 local
某個 some
心理學 psychology
上演 staged
toronto toronto
document document
迁移 migration
委員會 committee
土耳其 turkey
builder builder
直立 erect
建成 built
编组 group
朝日 asahi
四川 sichuan
事後 after
股份 shares
式微 decline
林地 woodland
後備 back
众人 all
建築師 architect
中欧 central
昆蟲 insects
primeminister primeminister
親衛隊 team
一点 point
發覺 feel
三澤 tri-jersey
fixed fixed
圭吾 guido
頻率 frequency
away away
紫金山 zijinshan
文革 revolution
石山 rock
旋轉 rotate
國境 country
蜘蛛 spider
地名 names
署理 acting
中止 suspension
果园 orchard
中正 zhongzheng
更正 correct
旅途 journey
旁邊 side
東尼 benny
遊樂 music
titles titles
師範 teacher
四平 siping
登記 log
肖像 portrait
君士坦丁堡 constantinople
發言 say
時脈 time
團團 ensemble
彈奏 bouncing
redir redir
淺野 shallow
他在 he's
風暴 storm
相符 match
中段 middle
九日 9th
旅遊 travel
新德里 delhi
伙伴 partners
过程 process
任務 task
primary primary
望月 mochizuki
職員 employees
enterprise enterprise
formation formation
裝備 equipped
中毒 poisoning
населення населення
知府 magistrate
選擇 choose
相等 equal
休假 leave
國外 foreign
輿論 輿
液體 liquid
愛爾蘭 ireland
eternal eternal
蜜蜂 bees
影响 influence
fellow fellow
事情 things
commander commander
養子 nutrition
今天 today
飯店 restaurant
白話 white
今夜 tonight
往北 north
羽毛 feathers
真相 truth
也是 also
肯亞 kenya
交差 trips
固守 stick
开拍 shooting
期望 expectations
principal principal
補償 compensate
本文 paper
开拓 pioneering
往南 south
省立 provincial
三部曲 trilogy
固定 fixed
弟弟 brother
籌備處 raising
補充 recharge
cheng cheng
土地 land
木星 jupiter
国学 sinology
硬件 hardware
朗格 langer
之森 sen
meshid meshid
蛋白質 protein
末日 end
表彰 recognition
杭州 hangzhou
清醒 awake
震驚 shocked
国安 nsa
senior senior
復仇 revenge
人家 people
總體 president
九月 september
石川 ishikawa
不為 not
眼球 eye
注意到 noticed
一片 a
国家 countries
減輕 reduce
靠近 near
圣地 shrine
頭目 head
回復 back
土城 tucheng
added added
風格 wind
直系 immediate
慈善家 philanthropist
工藝 art
均匀 uniform
工藤 kudo
矩形 rectangle
集中營 camp
中洲 nakasu
徒刑 imprisonment
希腊 greece
来往 between
繁體 fan
松山 songshan
蜥蜴 lizard
不然 or
仙境 wonderland
布良 bullan
papers papers
衰弱 weak
後勤 after
渗透 permeability
嘉禾 jiahe
噴泉 fountain
廣東 wide
砂岩 sandstone
任命 appointed
wappen wappen
松岡 fukuoka
帆船 sailing
仁宗 renzong
brothers brothers
弧形 arc
伊勢 iraq
平田 hirata
未曾 never
翻新 renovation
feat feat
享年 at
确保 ensure
木材 wood
渡輪 ferry
木村 kimura
二手 second-hand
messages messages
本書 books
server server
商量 discuss
得分 score
希臘 greece
道歉 apologize
goodbye goodbye
得出 concluded
skin skin
万物 everything
表情 expression
交往 communication
预测 prediction
源自 from
末期 late
車體 vehicle
木板 board
補助 help
青銅 bronze
木林 timber
邪惡 evil
囊括 include
逃生 escape
轉變 transformation
得到 get
未来 future
适用 applicable
得利 suntory
轉讓 turn
滑稽 funny
feel feel
知情 informed
暗示 implied
都因 because
破坏 damage
預算 budget
中游 middle
网站 site
大使館 embassy
翰林 hanlin
中港 cross-border
土壤 soil
國子 country
眾生 public
亮度 brightness
feed feed
仙女 fairy
本来 was
background background
渡过 ferry
面部 facial
显著 explicit
运算 operation
物理學 physics
百貨 grocery
有毒 toxic
國定 country
地圖 map
製作 manufacture
orange orange
缴纳 pay
表態 form
帶給 brings
國家 country
一球 ball
彭城 pengcheng
character character
地址 address
輪迴 samsara
开支 expenditure
廢棄 abandoned
quality quality
开放 open
出版商 publishers
還是 or
東征 east
渠道 channels
渡過 crossing
強度 intensity
底片 film
都城 capital
人工 artificial
露面 appearance
行政 administrative
遼東 遼
砲塔 turret
边缘 edge
主流 mainstream
發起 started
本校 school
辭職 resignation
渡邊 watanabe
相繼 with
本案 case
回憶 memories
林子 woods
california california
似乎 seems
回應 response
地域 geographical
行文 wording
徑向 path
优势 advantage
坦克 tank
背上 back
顯然 obviously
坑口 pithead
辛苦 hard
internet internet
參議院 senate
地基 foundation
高雄市 kaohsiung
心中 heart
御前 gozen
以外 outside
普羅 pro
爵士樂 jazz
延期 extension
因應 response
在外 out
以太 etheric
還會 also
林家 lins
最深 deepest
昂貴 expensive
ireland ireland
从小 childhood
漸漸 gradually
還有 and
一生 life
still still
破壞 destroy
聚居 settlement
蜻蜓 dragonfly
上班 work
違法 violation
仁川 incheon
真空 vacuum
乾旱 drought
altlink altlink
而於 and
行星 planet
当局 authorities
结论 conclusion
川西 sichuan
极度 extreme
下班 work
濃度 saturation
确切 exact
配件 accessories
早逝 died
速率 rate
而无 without
结识 meet
一番 doubled
但丁 dante
alexander alexander
思想家 thinkers
復出 recovery
voice voice
互換 swap
過渡 crossing
机构 institutions
不理 ignore
眼睛 eyes
老板 boss
酒井 sakai
瞄準 aim
建材 materials
仙子 fairy
郡山 jss
蜿蜒 winding
邮报 mail
而是 but
富士見 fuji
並無 not
發車 car
軟體 software
果實 fruit
sphrases sphrases
这类 such
whois whois
輸送 delivery
輾轉 輾
巡視 tour
人形 humanoid
udong udong
困惑 confused
command command
注意力 attention
餐廳 restaurant
嚴格 strict
交戰 war
硫化 sulfide
编著 edit
部将 department
music music
事故 accident
微分 differential
because because
衝擊 shock
mayor mayor
会合 meet
google google
馬達加斯加 madagascar
李斯 reese
交手 fight
主演 starring
題目 topic
开机 post
逗留 stay
潛水 scuba
selection selection
science science
有意思 interesting
会同 with
企圖 map
人心 heart
材料 materials
经费 requirements
经贸 trade
斯頓 denton
部局 department
更為 more
observatory observatory
引擎 engine
潜水 diving
今川 chuan
通用 general
激怒 angered
表揚 table
啤酒 beer
首位 first
風氣 wind
国徽 emblem
上田 ueda
低下 low
一百 100
会员 member
被害 killed
silva silva
republic republic
行李 luggage
考核 assessment
形容 describe
人性 humanity
李自成 zicheng
统计 statistics
地委 prefectural
不用 no
斯大林 stalin
机械 machinery
斯顿 dayton
本機 machine
方面 aspects
廢止 stop
音色 timbre
二日 2nd
七百 700
伯利 bethlehem
配偶 spouse
杜撰 apocryphal
今年 year
accessdate accessdate
位于 in
街景 street
國度 country
轉載 upload
清除 clear
庫爾 library
family family
連環 loop
一直 always
配備 furnished
丁目 itchome
激情 passion
低于 below
發送 send
器物 artifacts
ffcc ffcc
构思 idea
lhstr lhstr
引文 citation
復原 resurrection
仁德 rende
測量 measuring
衛星 satellite
一眼 glance
人情 favor
fffa fffa
發達 developed
過濾 filter
弘文 hongwen
斬首 cutting
于是 so
ffdf ffdf
直至 until
乘法 multiplication
logic logic
龙门 gantry
顯現 show
人民政府 governments
國強 strong
交接 handover
当年 year
pages pages
三百 300
忘了 forgot
九江 jiujiang
暱稱 nickname
转让 transfer
ffff ffff
上皇 ober
最為 most
佔了 occupies
上百 hundreds
交換 exchange
馬丁 macedonia
康熙 kangxi
伸出 out
智能 intelligent
彈性 elasticity
佐伯 zober
五日 5th
余下 remaining
构想 conception
轉速 speed
景色 scenery
聖徒 saint
影子 shadow
二月 february
casno casno
郵局 email
邪教 cult
世界 world
巴西 brazil
五星 star
三相 phase
追究 accountability
今後 this
诺贝尔 nobel
回收 recovery
建構 construction
也沒 nor
眼科 eye
幸福 happiness
dance dance
仓库 warehouse
也没 didn't
回教 islam
轉運 transfer
四方 quartet
何以 why
flash flash
食材 ingredients
胎兒 fetal
貝爾格萊德 berkeley
溫莎 wen
廣泛 pan
養成 nutrition
四日 4th
因故 finds
發酵 yeast
單詞 word
激戰 war
perry perry
余人 people
仇恨 hatred
中子星 neutron
尽可能 as
因數 number
很大 great
坍塌 collapse
胡佛 hoover
很多 lot
市街 streets
圓形 circular
忠于 loyal
仁慈 kindness
潮汐 tidal
表明 that
影射 innuendo
回族 hui
都尉 douwei
bernard bernard
嘉義 kerry
经过 after
亞斯 alex
人手 manpower
曲率 curvature
人才 talent
潟湖 lagoon
有点 little
徵召 summoned
连续 continuous
相若 similar
布袋 bag
底盤 chassis
運營 camp
裁定 ruled
ronald ronald
